index,field,value
 48.2.1.4,category2_rating_count,162
 48.2.2.4,category2_rating_count,$13.95
 48.2.3.4,category2_rating_count,4281
 48.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 48.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 48.2.3.3,category2_review,Nan
 49.1.1.1,category1_name,CAD Audio CADLive D88 Large Diaphragm Supercardioid Dynamic Kick Drum Microphone
 49.1.1.4,category1_price,$99.00
 49.1.1.2,category1_rating,2 ratings
 49.1.1.3,category1_review,a-icon a-icon-star a-star-3-5
 49.2.1.5,category2_description,82% positive over last 12 months
 49.2.10.5,category2_description,72% positive over last 12 months
 49.2.11.5,category2_description,Nan
 49.2.12.5,category2_description,Nan
 49.2.2.5,category2_description,96% positive over last 12 months
 49.2.3.5,category2_description,84% positive over last 12 months
 49.2.4.5,category2_description,92% positive over last 12 months
 49.2.5.5,category2_description,95% positive over last 12 months
 49.2.6.5,category2_description,89% positive over last 12 months
 49.2.7.5,category2_description,93% positive over last 12 months
 49.2.8.5,category2_description,91% positive over last 12 months
 49.2.9.5,category2_description,100% positive over last 12 months
 49.2.1.1,category2_name,Licario
 49.2.10.1,category2_name,Guitar Audio
 49.2.11.1,category2_name,Backwoods Guitar LLC
 49.2.12.1,category2_name,Rover Mall
 49.2.2.1,category2_name,Bailey Brothers Music Company
 49.2.3.1,category2_name,AVLGear
 49.2.4.1,category2_name,Amazon.com
 49.2.5.1,category2_name,Amazon.com
 49.2.6.1,category2_name,Interstate Music
 49.2.7.1,category2_name,GuitarTruck
 49.2.8.1,category2_name,Pitbull Electronics
 49.2.9.1,category2_name,Marmalade USA
 49.2.1.2,category2_price,$107.28
 49.2.10.2,category2_price,Nan
 49.2.11.2,category2_price,Nan
 49.2.12.2,category2_price,Nan
 49.2.2.2,category2_price,$140.40
 49.2.3.2,category2_price,Nan
 49.2.4.2,category2_price,Nan
 49.2.5.2,category2_price,Nan
 49.2.6.2,category2_price,Nan
 49.2.7.2,category2_price,Nan
 49.2.8.2,category2_price,Nan
 49.2.9.2,category2_price,Nan
 49.2.1.4,category2_rating_count,59
 49.2.10.4,category2_rating_count,37577
 49.2.11.4,category2_rating_count,Nan
 49.2.12.4,category2_rating_count,Nan
 49.2.2.4,category2_rating_count,1450
 49.2.3.4,category2_rating_count,4281
 49.2.4.4,category2_rating_count,7711
 49.2.5.4,category2_rating_count,324
 49.2.6.4,category2_rating_count,5125
 49.2.7.4,category2_rating_count,162
 49.2.8.4,category2_rating_count,6347
 49.2.9.4,category2_rating_count,4
 49.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 49.2.11.3,category2_review,Nan
 49.2.12.3,category2_review,Nan
 49.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 49.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 49.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 49.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 50.1.1.1,category1_name,"CAD PM1100 PodMaster™ D usb Professional Broadcast / Podcasting Microphone with Dynamic Capsule, supplied with Broadcast Boom Mic Stand"
 50.1.1.4,category1_price,$59.99
 50.1.1.2,category1_rating,32 ratings
 50.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 50.2.1.5,category2_description,96% positive over last 12 months
 50.2.10.5,category2_description,93% positive over last 12 months
 50.2.11.5,category2_description,Nan
 50.2.2.5,category2_description,99% positive over last 12 months
 50.2.3.5,category2_description,97% positive over last 12 months
 50.2.4.5,category2_description,93% positive over last 12 months
 50.2.5.5,category2_description,94% positive over last 12 months
 50.2.6.5,category2_description,89% positive over last 12 months
 50.2.7.5,category2_description,98% positive over last 12 months
 50.2.8.5,category2_description,Nan
 50.2.9.5,category2_description,84% positive over last 12 months
 50.2.1.1,category2_name,Amazon.com
 50.2.10.1,category2_name,AVLGear
 50.2.11.1,category2_name,Marmalade USA
 50.2.2.1,category2_name,Amazon.com
 50.2.3.1,category2_name,DigitalDJGear
 50.2.4.1,category2_name,GearTree
 50.2.5.1,category2_name,Amazon.com
 50.2.6.1,category2_name,Amazon.com
 50.2.7.1,category2_name,MusicStoreLive
 50.2.8.1,category2_name,Pitbull Electronics
 50.2.9.1,category2_name,M Z Photo
 50.2.1.2,category2_price,Nan
 50.2.10.2,category2_price,Nan
 50.2.11.2,category2_price,Nan
 50.2.2.2,category2_price,Nan
 50.2.3.2,category2_price,Nan
 50.2.4.2,category2_price,Nan
 50.2.5.2,category2_price,Nan
 50.2.6.2,category2_price,Nan
 50.2.7.2,category2_price,Nan
 50.2.8.2,category2_price,Nan
 50.2.9.2,category2_price,Nan
 50.2.1.4,category2_rating_count,24284
 50.2.10.4,category2_rating_count,162
 50.2.11.4,category2_rating_count,Nan
 50.2.2.4,category2_rating_count,38240
 50.2.3.4,category2_rating_count,1939
 50.2.4.4,category2_rating_count,21151
 50.2.5.4,category2_rating_count,2646
 50.2.6.4,category2_rating_count,5125
 50.2.7.4,category2_rating_count,37577
 50.2.8.4,category2_rating_count,$17.95
 50.2.9.4,category2_rating_count,4281
 50.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 50.2.10.3,category2_review,Nan
 50.2.11.3,category2_review,Nan
 50.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 50.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 50.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 50.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 50.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 50.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 50.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 50.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.1.1.1,category1_name,CAD Audio DH100 Drummer Isolation Headphones
 51.1.1.4,category1_price,$62.79
 51.1.1.2,category1_rating,171 ratings
 51.1.1.3,category1_review,a-icon a-icon-star a-star-4
 51.2.1.5,category2_description,96% positive over last 12 months
 51.2.10.5,category2_description,84% positive over last 12 months
 51.2.2.5,category2_description,95% positive over last 12 months
 51.2.3.5,category2_description,92% positive over last 12 months
 51.2.4.5,category2_description,89% positive over last 12 months
 51.2.5.5,category2_description,94% positive over last 12 months
 51.2.6.5,category2_description,72% positive over last 12 months
 51.2.7.5,category2_description,Nan
 51.2.8.5,category2_description,88% positive over last 12 months
 51.2.9.5,category2_description,91% positive over last 12 months
 51.2.1.1,category2_name,Bailey Brothers Music Company
 51.2.10.1,category2_name,Nan
 51.2.2.1,category2_name,GuitarTruck
 51.2.3.1,category2_name,Interstate Music
 51.2.4.1,category2_name,Pitbull Electronics
 51.2.5.1,category2_name,MusicStoreLive
 51.2.6.1,category2_name,Rover Mall
 51.2.7.1,category2_name,The Muzic Store Inc.
 51.2.8.1,category2_name,Guitar Audio
 51.2.9.1,category2_name,AVLGear
 51.2.1.2,category2_price,Nan
 51.2.10.2,category2_price,Nan
 51.2.2.2,category2_price,Nan
 51.2.3.2,category2_price,Nan
 51.2.4.2,category2_price,Nan
 51.2.5.2,category2_price,Nan
 51.2.6.2,category2_price,Nan
 51.2.7.2,category2_price,Nan
 51.2.8.2,category2_price,Nan
 51.2.9.2,category2_price,Nan
 51.2.1.4,category2_rating_count,1450
 51.2.10.4,category2_rating_count,4281
 51.2.2.4,category2_rating_count,324
 51.2.3.4,category2_rating_count,7711
 51.2.4.4,category2_rating_count,5125
 51.2.5.4,category2_rating_count,2646
 51.2.6.4,category2_rating_count,37577
 51.2.7.4,category2_rating_count,$7.95
 51.2.8.4,category2_rating_count,1560
 51.2.9.4,category2_rating_count,6347
 51.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 51.2.10.3,category2_review,Nan
 51.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 51.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 51.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 51.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 52.1.1.1,category1_name,CAD Audio PM3100 PodMaster Run-n-Gun Professional Podcast/Streaming Microphone
 52.1.1.4,category1_price,$49.99
 52.1.1.2,category1_rating,Nan
 52.1.1.3,category1_review,Nan
 52.2.1.5,category2_description,92% positive over last 12 months
 52.2.2.5,category2_description,94% positive over last 12 months
 52.2.3.5,category2_description,89% positive over last 12 months
 52.2.4.5,category2_description,Nan
 52.2.1.1,category2_name,CAD Audio PM3100 PodMaster Run-n-Gun Professional Podcast/Streaming Microphone
 52.2.2.1,category2_name,Interstate Music
 52.2.3.1,category2_name,MusicStoreLive
 52.2.4.1,category2_name,First Harmonic Limited
 52.2.1.2,category2_price,Nan
 52.2.2.2,category2_price,Nan
 52.2.3.2,category2_price,Nan
 52.2.4.2,category2_price,Nan
 52.2.1.4,category2_rating_count,7711
 52.2.2.4,category2_rating_count,2646
 52.2.3.4,category2_rating_count,302
 52.2.4.4,category2_rating_count,Nan
 52.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 52.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 52.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 52.2.4.3,category2_review,Nan
 53.1.1.1,category1_name,"CAD Audio Stage7 7 Piece Drum Mic Pack - Includes Kick Mic, Snare Mic, 3 Tom Mics and 2 Overhead Condenser Mics"
 53.1.1.4,category1_price,$179.99
 53.1.1.2,category1_rating,121 ratings
 53.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 53.2.1.5,category2_description,95% positive
 53.2.10.5,category2_description,89% positive over last 12 months
 53.2.11.5,category2_description,96% positive over last 12 months
 53.2.12.5,category2_description,92% positive over last 12 months
 53.2.13.5,category2_description,94% positive over last 12 months
 53.2.14.5,category2_description,89% positive over last 12 months
 53.2.15.5,category2_description,85% positive over last 12 months
 53.2.16.5,category2_description,72% positive over last 12 months
 53.2.17.5,category2_description,Nan
 53.2.18.5,category2_description,Nan
 53.2.2.5,category2_description,89% positive over last 12 months
 53.2.3.5,category2_description,96% positive over last 12 months
 53.2.4.5,category2_description,93% positive over last 12 months
 53.2.5.5,category2_description,97% positive over last 12 months
 53.2.6.5,category2_description,100% positive over last 12 months
 53.2.7.5,category2_description,99% positive over last 12 months
 53.2.8.5,category2_description,84% positive over last 12 months
 53.2.9.5,category2_description,99% positive over last 12 months
 53.2.1.1,category2_name,Big Llama
 53.2.10.1,category2_name,AVLGear
 53.2.11.1,category2_name,Amazon.com
 53.2.12.1,category2_name,Absolute Pro Music Superstore
 53.2.13.1,category2_name,K&M Camera Since 1976
 53.2.14.1,category2_name,Interstate Music
 53.2.15.1,category2_name,MusicStoreLive
 53.2.16.1,category2_name,Pitbull Electronics
 53.2.17.1,category2_name,Yandas Music & Pro Audio
 53.2.18.1,category2_name,Rover Mall
 53.2.2.1,category2_name,Amazon.com
 53.2.3.1,category2_name,Amazon.com
 53.2.4.1,category2_name,Absolute Pro Music Superstore
 53.2.5.1,category2_name,Amazon.com
 53.2.6.1,category2_name,GearTree
 53.2.7.1,category2_name,Hertel Electronics
 53.2.8.1,category2_name,Crazy Dave's Music
 53.2.9.1,category2_name,Photo4Less
 53.2.1.2,category2_price,$182.02
 53.2.10.2,category2_price,$199.99
 53.2.11.2,category2_price,$185.94
 53.2.12.2,category2_price,$199.00
 53.2.13.2,category2_price,$199.99
 53.2.14.2,category2_price,$199.99
 53.2.15.2,category2_price,$199.99
 53.2.16.2,category2_price,$218.90
 53.2.17.2,category2_price,$238.16
 53.2.18.2,category2_price,Nan
 53.2.2.2,category2_price,$182.03
 53.2.3.2,category2_price,$185.94
 53.2.4.2,category2_price,$199.00
 53.2.5.2,category2_price,$199.00
 53.2.6.2,category2_price,$199.00
 53.2.7.2,category2_price,$199.00
 53.2.8.2,category2_price,$199.00
 53.2.9.2,category2_price,$199.00
 53.2.1.4,category2_rating_count,22
 53.2.10.4,category2_rating_count,45
 53.2.11.4,category2_rating_count,24284
 53.2.12.4,category2_rating_count,7711
 53.2.13.4,category2_rating_count,2646
 53.2.14.4,category2_rating_count,5125
 53.2.15.4,category2_rating_count,269
 53.2.16.4,category2_rating_count,37577
 53.2.17.4,category2_rating_count,Nan
 53.2.18.4,category2_rating_count,Nan
 53.2.2.4,category2_rating_count,45
 53.2.3.4,category2_rating_count,24284
 53.2.4.4,category2_rating_count,21151
 53.2.5.4,category2_rating_count,52
 53.2.6.4,category2_rating_count,1978
 53.2.7.4,category2_rating_count,38240
 53.2.8.4,category2_rating_count,4281
 53.2.9.4,category2_rating_count,2260
 53.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.14.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.15.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.16.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 53.2.17.3,category2_review,Nan
 53.2.18.3,category2_review,Nan
 53.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 53.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 53.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 54.1.1.1,category1_name,"CAD Audio D38X3 MICROPHONE PACK, 3 Pack"
 54.1.1.4,category1_price,$69.00
 54.1.1.2,category1_rating,29 ratings
 54.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 54.2.1.5,category2_description,65% positive over last 12 months
 54.2.10.5,category2_description,77% positive over last 12 months
 54.2.11.5,category2_description,77% positive over last 12 months
 54.2.12.5,category2_description,89% positive over last 12 months
 54.2.13.5,category2_description,Nan
 54.2.14.5,category2_description,Nan
 54.2.2.5,category2_description,98% positive over last 12 months
 54.2.3.5,category2_description,89% positive over last 12 months
 54.2.4.5,category2_description,84% positive over last 12 months
 54.2.5.5,category2_description,94% positive over last 12 months
 54.2.6.5,category2_description,77% positive over last 12 months
 54.2.7.5,category2_description,89% positive over last 12 months
 54.2.8.5,category2_description,72% positive over last 12 months
 54.2.9.5,category2_description,93% positive
 54.2.1.1,category2_name,Amazon.com
 54.2.10.1,category2_name,Rover Mall
 54.2.11.1,category2_name,World Music Supply
 54.2.12.1,category2_name,Mega Big Box
 54.2.13.1,category2_name,Mega Big Box
 54.2.14.1,category2_name,Dale Pro Audio
 54.2.2.1,category2_name,Amazon.com
 54.2.3.1,category2_name,Absolute Pro Music
 54.2.4.1,category2_name,Mugan_Music_Group
 54.2.5.1,category2_name,Absolute Pro Music Superstore
 54.2.6.1,category2_name,AVLGear
 54.2.7.1,category2_name,MusicStoreLive
 54.2.8.1,category2_name,Mega Big Box
 54.2.9.1,category2_name,Pitbull Electronics
 54.2.1.2,category2_price,Nan
 54.2.10.2,category2_price,Nan
 54.2.11.2,category2_price,Nan
 54.2.12.2,category2_price,Nan
 54.2.13.2,category2_price,Nan
 54.2.14.2,category2_price,Nan
 54.2.2.2,category2_price,Nan
 54.2.3.2,category2_price,Nan
 54.2.4.2,category2_price,Nan
 54.2.5.2,category2_price,Nan
 54.2.6.2,category2_price,Nan
 54.2.7.2,category2_price,Nan
 54.2.8.2,category2_price,Nan
 54.2.9.2,category2_price,Nan
 54.2.1.4,category2_rating_count,3169
 54.2.10.4,category2_rating_count,568
 54.2.11.4,category2_rating_count,568
 54.2.12.4,category2_rating_count,8753
 54.2.13.4,category2_rating_count,Nan
 54.2.14.4,category2_rating_count,Nan
 54.2.2.4,category2_rating_count,2340
 54.2.3.4,category2_rating_count,45
 54.2.4.4,category2_rating_count,4281
 54.2.5.4,category2_rating_count,2646
 54.2.6.4,category2_rating_count,568
 54.2.7.4,category2_rating_count,5125
 54.2.8.4,category2_rating_count,37577
 54.2.9.4,category2_rating_count,297
 54.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 54.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 54.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 54.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 54.2.13.3,category2_review,Nan
 54.2.14.3,category2_review,Nan
 54.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 54.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 54.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 54.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 54.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 54.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 54.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 54.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.1.1.1,category1_name,"Astatic 119S-19 19"" Cardioid Dynamic Gooseneck Microphone with DPDT Push-to-Talk Switch - Gooseneck Microphone, 2 3/4 inch Flange (6' Cable)"
 55.1.1.4,category1_price,$122.14
 55.1.1.2,category1_rating,6 ratings
 55.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 55.2.1.5,category2_description,99% positive over last 12 months
 55.2.10.5,category2_description,87% positive over last 12 months
 55.2.11.5,category2_description,85% positive over last 12 months
 55.2.12.5,category2_description,84% positive over last 12 months
 55.2.2.5,category2_description,99% positive over last 12 months
 55.2.3.5,category2_description,80% positive over last 12 months
 55.2.4.5,category2_description,73% positive
 55.2.5.5,category2_description,90% positive over last 12 months
 55.2.6.5,category2_description,83% positive over last 12 months
 55.2.7.5,category2_description,Nan
 55.2.8.5,category2_description,71% positive over last 12 months
 55.2.9.5,category2_description,89% positive over last 12 months
 55.2.1.1,category2_name,Amazon.com
 55.2.10.1,category2_name,BeachAudio
 55.2.11.1,category2_name,AVLGear
 55.2.12.1,category2_name,Nan
 55.2.2.1,category2_name,Hamcity com
 55.2.3.1,category2_name,Provantage LLC
 55.2.4.1,category2_name,OverstockBay
 55.2.5.1,category2_name,Full Compass Systems
 55.2.6.1,category2_name,Home Essentials ✅
 55.2.7.1,category2_name,JM PRIME
 55.2.8.1,category2_name,Casa Mila Inc
 55.2.9.1,category2_name,Consumer Supply Co
 55.2.1.2,category2_price,$121.14
 55.2.10.2,category2_price,$152.44
 55.2.11.2,category2_price,$179.00
 55.2.12.2,category2_price,Nan
 55.2.2.2,category2_price,$129.99
 55.2.3.2,category2_price,$134.94
 55.2.4.2,category2_price,$129.00
 55.2.5.2,category2_price,$139.99
 55.2.6.2,category2_price,$143.06
 55.2.7.2,category2_price,$137.63
 55.2.8.2,category2_price,$147.92
 55.2.9.2,category2_price,$151.09
 55.2.1.4,category2_rating_count,2260
 55.2.10.4,category2_rating_count,538
 55.2.11.4,category2_rating_count,186332
 55.2.12.4,category2_rating_count,4281
 55.2.2.4,category2_rating_count,7012
 55.2.3.4,category2_rating_count,1760
 55.2.4.4,category2_rating_count,11
 55.2.5.4,category2_rating_count,9116
 55.2.6.4,category2_rating_count,16920
 55.2.7.4,category2_rating_count,$9.81
 55.2.8.4,category2_rating_count,53617
 55.2.9.4,category2_rating_count,496
 55.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 55.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.2.12.3,category2_review,Nan
 55.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 55.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 55.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 55.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 55.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 55.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.1.1.1,category1_name,"CAD Audio GXLIEM2 Frequency Agile Wireless In Ear Monitor System - Two discrete mixes - includes 2 MEB1 Earbuds, 2 Bodypack Receivers, Rack Mount Ears and Antenna Relocation Kit"
 56.1.1.4,category1_price,$329.00
 56.1.1.2,category1_rating,19 ratings
 56.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 56.2.1.5,category2_description,96% positive over last 12 months
 56.2.2.5,category2_description,91% positive over last 12 months
 56.2.3.5,category2_description,93% positive over last 12 months
 56.2.4.5,category2_description,88% positive over last 12 months
 56.2.5.5,category2_description,93% positive over last 12 months
 56.2.6.5,category2_description,84% positive over last 12 months
 56.2.7.5,category2_description,89% positive over last 12 months
 56.2.8.5,category2_description,87% positive over last 12 months
 56.2.9.5,category2_description,90% positive over last 12 months
 56.2.1.1,category2_name,Bailey Brothers Music Company
 56.2.2.1,category2_name,Guitar Audio
 56.2.3.1,category2_name,GearTree
 56.2.4.1,category2_name,Capital Music Gear
 56.2.5.1,category2_name,Marmalade USA
 56.2.6.1,category2_name,AVLGear
 56.2.7.1,category2_name,"SETI, Inc."
 56.2.8.1,category2_name,Consumer Supply Co
 56.2.9.1,category2_name,American Shopping
 56.2.1.2,category2_price,$329.00
 56.2.2.2,category2_price,$329.00
 56.2.3.2,category2_price,$329.99
 56.2.4.2,category2_price,$329.99
 56.2.5.2,category2_price,$329.99
 56.2.6.2,category2_price,$329.00
 56.2.7.2,category2_price,$369.29
 56.2.8.2,category2_price,$387.42
 56.2.9.2,category2_price,$492.38
 56.2.1.4,category2_rating_count,1450
 56.2.2.4,category2_rating_count,6347
 56.2.3.4,category2_rating_count,21151
 56.2.4.4,category2_rating_count,958
 56.2.5.4,category2_rating_count,162
 56.2.6.4,category2_rating_count,4281
 56.2.7.4,category2_rating_count,298
 56.2.8.4,category2_rating_count,538
 56.2.9.4,category2_rating_count,670
 56.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 56.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 56.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 57.1.1.1,category1_name,CAD GXLIEM Wireless In Ear Monitor System - Single Mix System
 57.1.1.4,category1_price,$199.00
 57.1.1.2,category1_rating,19 ratings
 57.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 57.2.1.5,category2_description,Nan
 57.2.2.5,category2_description,98% positive over last 12 months
 57.2.3.5,category2_description,84% positive over last 12 months
 57.2.4.5,category2_description,89% positive over last 12 months
 57.2.5.5,category2_description,87% positive over last 12 months
 57.2.6.5,category2_description,90% positive over last 12 months
 57.2.1.1,category2_name,South Western Limited
 57.2.2.1,category2_name,AVLGear
 57.2.3.1,category2_name,"SETI, Inc."
 57.2.4.1,category2_name,Consumer Supply Co
 57.2.5.1,category2_name,American Shopping
 57.2.6.1,category2_name,Nan
 57.2.1.2,category2_price,$199.99
 57.2.2.2,category2_price,$199.00
 57.2.3.2,category2_price,$248.62
 57.2.4.2,category2_price,$284.76
 57.2.5.2,category2_price,$331.49
 57.2.6.2,category2_price,Nan
 57.2.1.4,category2_rating_count,$6.16
 57.2.2.4,category2_rating_count,609
 57.2.3.4,category2_rating_count,4281
 57.2.4.4,category2_rating_count,298
 57.2.5.4,category2_rating_count,538
 57.2.6.4,category2_rating_count,670
 57.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 57.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 57.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 57.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 57.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
